id,tid,content,posted_at,sent_score,sent_label
88,9431915377,"只要没被那些瞎吹的忽悠瘸了，正常人都知道麒麟9020的计算性能远不如最新的高通和联发科的旗舰产品。
---
另外，有点逻辑思维的人也能理解麒麟9020的续航不如骁龙7+Gen3，原因一是中端芯片和旗舰芯片的续航本就不在一个水平，旗舰芯片主要比的是性能。就算高通和联发科的最新的旗舰产品在续航上也是不如骁龙7+Gen3的。骁龙7系列目前就是堆绝大多数人来说最实用的芯片，性能不顶尖但是足够用，续航给力。
---
原因二是技术水平的差异，主要是工艺制程的差距，这是软件无法抹平的。麒麟9000s到9010到9020，不断艰难提升，没那么快达到对手的最高水平，目前只是满足了性能够用，而续航的提升就更慢一些，要续航达到主流水平估计得看9030甚至9040了。。",2025-01-22 11:26,0.9999997293157581,pos
89,9431915377,"别说了，花15600买了个x6充电还掉电，10分钟充3个电
点击展开，查看完整图片
点击展开，查看完整图片",2025-01-29 15:06,0.31732300393580926,neg
90,9431915377,这个简单，你用你的7gen3，我们用我们的9020，不就完了？,2025-01-29 15:42,0.507857743089483,neu
91,9431915377,,2025-01-29 17:25,0.5,neu
92,9914364326,"这个华为手机也不知道哪儿占这么多内存，系统显示就这么几个软件，但是他却显示有123G内存，
怎么办呀？有没有懂行的帮帮忙
点击展开，查看完整图片",2025-07-30 20:32,0.001701355641371416,neg
93,9914364326,遥遥领先,2025-07-31 01:37,0.9307284160946515,pos
94,9914364326,老铁，可以通过手机管家清理下手机数据；卸载不常用应用，卸载前记得备份；清理文件管理和图库中最近删除的文件释放下空间，最近删除数据删除后无法恢复的。,2025-07-31 14:32,0.00035130068352517974,neg
95,9914364326,恢复出厂设置,2025-07-31 20:54,0.06587865825352401,neg
96,9914364326,多大的内存这是,2025-07-31 23:56,0.5097241074900545,neu
97,9914364326,三姓老赘畜任赘非在你手机里内置挖矿程序,2025-08-01 00:08,0.5763538119283971,neu
98,9914364326,,2025-08-01 00:10,0.5,neu
99,9914364326,遥遥领先,2025-08-01 08:04,0.9307284160946515,pos
100,9914364326,你是不是学生呀？,2025-08-01 16:28,0.5560484380834521,neu
101,9914364326,啥掉,2025-08-02 20:46,0.3346534653465346,neg
102,9921997597,mate60pro+还值得买吗？,2025-08-02 18:30,0.7566919727154847,pos
103,9921997597,三姓赘畜任赘非的电子垃圾,2025-08-02 19:13,0.34509945916618123,neg
104,9921997597,60pro就可以了，日常使用习惯了很顺手。当然不差钱直接等80。,2025-08-02 19:27,0.06765430768854908,neg
105,9921947991,手机型号华为mate30，从中考结束就陪伴鼠鼠，求助一下大家的修理意见，谢谢了,2025-08-02 18:01,0.1527362086330717,neg
106,9921947991,友友，还是备份好重要数据后去附近的服务中心检测一下吧。,2025-08-02 19:23,0.40460830286856997,neu
107,9921930312,"如题，不考虑二手机在3000左右，以下以上都可以
本人准大一准备苹果双持安卓或者鸿蒙，苹果主力，这部准备存放学习软件什么的。
没有游戏需求，需要耐摔、电池耐用、网络好、拍照清晰
不是果粉花粉，只是家里相对比较支持，荣耀或者华为也都可以接受，或者大家伙觉得有更适合的品牌也可以推荐😋",2025-08-02 17:52,0.9999941230072584,pos
108,9921930312,加一个双卡双持,2025-08-02 18:03,0.6762014048013952,pos
109,9920999986,谁能帮我看一下这个是不是真货？,2025-08-02 10:42,0.337450257795036,neg
110,9920999986,真不真无所谓，菊花的充电器配置还不如山寨的,2025-08-02 17:54,0.8900827851271914,pos
111,9921315708,华为手机开启息屏显示，一晚上不动手机，第二天早上起来拿起手机不亮屏，大家也这样吗？,2025-08-02 13:01,0.0033520382490934697,neg
112,9921315708,大佬们,2025-08-02 17:37,0.5,neu
113,9921315708,三姓老赘畜任赘非的电子垃圾是这样的，凑合用吧,2025-08-02 17:50,0.17741503954280324,neg
114,9897969816,"高通称 Wi-Fi 8 将专注于稳定性而非速度
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片",2025-07-24 18:31,0.9999727588937707,pos
115,9897969816,,2025-07-24 18:32,0.5,neu
116,9897969816,偷的Wi一Fi7消化好没？,2025-07-24 21:48,0.8090129635254575,pos
117,9897969816,"拉黑了，也回复不了他。大家看看吧
点击展开，查看完整图片
点击展开，查看完整图片",2025-07-24 23:46,0.6980548702725896,pos
118,9897969816,,2025-07-25 00:08,0.5,neu
119,9897969816,等吧,2025-07-25 00:08,0.5262327818078083,neu
120,9897969816,不怕，我们有大善人帮忙偷技术,2025-07-25 09:01,0.2351253262483185,neg
121,9897969816,2028上市…普及最少得到35年.,2025-07-25 09:09,0.483713105485849,neu
122,9897969816,,2025-07-25 09:18,0.5,neu
123,9897969816,,2025-07-25 09:19,0.5,neu
124,9897969816,,2025-07-25 11:49,0.5,neu
125,9897969816,,2025-07-25 11:50,0.5,neu
126,9897969816,速度超标了,2025-07-25 15:54,0.7340927103134979,pos
127,9897969816,,2025-07-26 10:30,0.5,neu
128,9897969816,,2025-07-26 10:30,0.5,neu
129,9919238477,"淘宝百亿补贴256  2500  512  3000比京东  pdd都便宜，靠谱吗
点击展开，查看完整图片",2025-08-01 17:02,0.9654761880121899,pos
130,9919238477,顶,2025-08-02 08:02,0.549019607843137,neu
131,9919238477,遥遥领先,2025-08-02 16:41,0.9307284160946515,pos
132,9103879536,,2024-07-25 22:09,0.5,neu
133,9103879536,见一个举报一个,2024-07-25 22:20,0.26293409917504695,neg
134,9103879536,支持,2024-07-30 07:09,0.626712328767123,neu
135,9103879536,知道了，另外我的黑名单什么情况，4年多了，还是不能签到。能帮忙解除一下吗，谢谢。,2024-08-17 15:33,0.004199225907298487,neg
136,9103879536,,2024-08-18 16:33,0.5,neu
137,9103879536,黑产诈骗，用多个ip为广东的黑产账号刷帖，在所有手机电脑贴吧内刷诈骗帖子。大家注意辨别。大家不要搜索也不要信。处理一下所有数码吧都被这个广东的占领了。,2024-08-20 17:33,0.11493943912006033,neg
138,9103879536,"点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片
点击展开，查看完整图片",2024-08-20 17:34,0.9999980680253144,pos
139,9103879536,吧主，你好！方便留个联系方式嘛？我们希望与你这边聊聊合作，具体的后面详谈。,2024-08-27 15:16,0.2906466999400297,neg
140,9103879536,"这个也是假的
点击展开，查看完整图片",2024-09-03 22:52,0.8363739668414527,pos
141,9103879536,"假帖子
点击展开，查看完整图片",2024-09-07 21:01,0.80378577628088,pos
142,9103879536,下后台无吧务操作记录的小吧，上几个活跃的小吧，看见类似贴子直接删封,2024-09-27 15:59,0.26174909432194804,neg
143,9103879536,这把知道了，新人进来可能很容易就被骗了，，，,2024-10-15 17:26,0.06155015704246136,neg
144,9103879536,"就是单纯好奇, 我去搜了的话,他是怎么骗我的?",2024-10-17 10:36,0.6089133428047778,neu
145,9103879536,"同好奇，他是怎么骗人呢？搜京东，没有优惠券的话，也没什么呀，并不产生损失
是否能把欺诈模式给大家也科普下",2024-10-20 23:13,0.037932517909591734,neg
146,9103879536,任何所谓的“京东优惠xxx““京东xx活动”都是骗子一律不要信,2024-10-22 00:55,0.10833721768274662,neg
147,8614578856,"【长期招募小吧】
为了维护吧内秩序，加强吧务管理建设，长期招募小吧主，欢迎各位吧友报名加入！
申请条件：
1.本吧活跃分子，等级10级以上
2.打开贴吧动态，发言记录和关注的贴吧全部要打开，以便吧务审核
3.熟读本吧吧规，按照本吧吧规处理违规贴，发现违规现象立即卸任小吧主权限
符合以上申请条件者，回复本贴说说您的申请感言及在线活跃时间即可报名，并且要明确确认申请小吧主！
4.若有意，可留下联系方式，方便沟通",2023-09-22 22:00,0.000653632161397022,neg
148,8614578856,奇怪。。,2023-09-23 17:22,0.2757287376161246,neg
149,8614578856,额,2023-09-24 16:56,0.5833333333333336,neu
150,8614578856,"ID：雪风智乃
等级：11
申请职位：小吧主（非常确认）
活跃时间：周末节假日全天在线。工作日早10晚8在线。
7年华为用户，对手机平板手表耳机的型号辨别，故障诊断，硬件维修，各类销服渠道信息，EMUI9-鸿蒙3系统都比较了解，可以解答大部分相关问题。有4年贴吧管理经验，已熟知本吧吧规，联系方式企鹅987
402
460（加表情为了防止被系统删），也可私聊，谢谢。",2023-09-24 20:25,8.550808016494216e-05,neg
151,8614578856,我等级够吗？,2023-09-25 00:54,0.5734602823598001,neu
152,8614578856,我等级不够，我是另一个吧的吧主，有资格吗,2023-09-25 12:26,0.39259917171002257,neu
153,8614578856,把评论限制等级提升一下，吧里一堆一级号水军黑子没看到吗？,2023-09-29 23:37,0.4191064494059801,neu
154,8614578856,您看我行吗,2023-09-30 00:22,0.6100291424213328,neu
155,8614578856,,2023-10-01 13:10,0.5,neu
156,8614578856,报名,2023-10-01 22:33,0.7499999999999999,pos
157,8614578856,补充一下：我是学通信专业的，教材都是用的华为的，华为通信业务方面我也懂一点点,2023-10-01 23:02,0.9976620541329001,pos
158,8614578856,"ID：追梦-星辰大海
等级：13
职位：小吧
在线：基本24小时
多年花粉（从p8那个时候吧），目前拥有华为全家桶（除了车）以及华为智选等系列产品。有丰富的鸿蒙系统操作经验。也有6年吧务管理经验。理性看待问题，公平公正处理问题。
企鹅287
6142
642
卫星：suai
138",2023-10-02 00:02,0.9082081207143978,pos
159,8614578856,报名,2023-10-10 14:59,0.7499999999999999,pos
160,8614578856,文明发帖,2023-10-18 07:55,0.5625819352222369,neu
161,8614578856,dd,2023-10-19 12:14,0.7499999999999999,pos
162,9883986388,"第一次设置时建议开启手机高性能
拿了就回复一下哦
楼下放下载
ps：如果你的系统已经升级到了next，不清楚是否也可以用，请自己尝试",2025-07-19 10:34,0.033820454479200235,neg
163,9883986388,"链：
https://pan.quark.cn/s/aa767ccf1f3b
使用教程也在里面了",2025-07-19 10:34,0.6774921075767265,pos
164,9883986388,,2025-07-19 12:26,0.5,neu
165,9883986388,,2025-07-19 21:13,0.5,neu
166,9883986388,,2025-07-20 00:12,0.5,neu
167,9883986388,,2025-07-20 19:27,0.5,neu
168,9883986388,,2025-07-21 15:23,0.5,neu
169,9883986388,,2025-07-23 15:03,0.5,neu
170,9883986388,,2025-07-26 10:43,0.5,neu
171,9883986388,,2025-07-27 00:03,0.5,neu
172,9883986388,,2025-07-28 17:28,0.5,neu
173,9883986388,,2025-07-30 12:01,0.5,neu
174,9883986388,,2025-07-31 18:35,0.5,neu
175,9883986388,,2025-08-03 00:33,0.5,neu
176,9921535903,五千多买的华为打不了三角洲，好些软件还要下卓易通才能下，一些软件在手机上根本就找不到，华为还不快点优化吗,2025-08-02 14:41,0.3647961806652976,neu
177,9921535903,买70回退版本，不是鸿蒙next不就好了,2025-08-02 15:21,0.03821168817034282,neg
178,9921535903,店里说退不了了,2025-08-02 15:37,0.052097604211374327,neg
179,9921535903,,2025-08-02 16:26,0.5,neu
180,9921535903,华为用户都是大老板不打游戏，不适配正常,2025-08-02 16:28,0.07014690571519555,neg
181,9921535903,买华为手机打游戏你确定你是真爱吗,2025-08-02 16:44,0.876010995432334,pos
182,9921535903,我一直用的是荣耀，以为华为也会好用，悔不当初,2025-08-02 16:46,0.5028087427295093,neu
183,9921535903,我也是买华为打游戏😅,2025-08-02 16:47,0.6715152319145014,pos
184,9921535903,华为用户打什么游戏啊，闲🉐慌的。,2025-08-02 17:09,0.5161222052896349,neu
185,9921535903,打个鸡儿游戏，,2025-08-02 17:21,0.694252004716507,pos
186,9921535903,便宜出给我吧,2025-08-02 17:21,0.6907515706242368,pos
187,9921535903,不是有测试版吗？不过测试得好久才能正式版，你看早就出来的CF现在还没有正式版。,2025-08-02 17:50,0.9617395143888019,pos
188,9921535903,,2025-08-03 00:12,0.5,neu
189,9921535903,五千多的手机买之前不做功课吗……打游戏买什么华为啊,2025-08-03 00:28,0.9849697480220778,pos
190,9919707471,,2025-08-01 21:00,0.5,neu
191,9919707471,贴吧的问题，不是华为的问题,2025-08-01 21:47,0.3435506712601414,neg
192,9919707471,等APP更新吧,2025-08-02 08:24,0.2980829033187098,neg
193,9919707471,三姓老赘畜任赘非的半成品圈钱系统凑合用吧，能打电话就不错了,2025-08-02 17:56,0.020675603958455357,neg
194,9919707471,,2025-08-03 00:12,0.5,neu
195,9922325562,老婆开了家人的实时位置共享，有什么办法能修改位置吗？不让关掉,2025-08-02 22:07,0.4262522174716429,neu
196,9922325562,友友，位置共享功能是单向的，是以设备为维度共享位置，需绑定华为帐号，不支持修改的。,2025-08-02 22:54,0.7029288828703452,pos
197,9922325562,不支持,2025-08-03 00:12,0.4696077091775176,neu
198,9922464102,预算大概两三千，主要用于看电子书/网课/剧，所以比较倾向于买华为mate11.5s柔光版的8+256，但是线上看的好多都没货，线下还没去看可能会贵点。现在可以选择加点配置买12+256，但是那样的话主机大概贵了四五百还需要买笔。想问如果等下去的话8+256还有希望补货吗，听说月底会出新款然后老款要下架？现在应该直接买12+256还是等补货还是考虑考虑这个价位的其他产品？,2025-08-02 23:55,0.9943950279267085,pos
199,9922464102,等,2025-08-03 00:11,0.5262327818078083,neu
200,9922464102,补货,2025-08-03 00:11,0.3654258630381506,neu
201,9918777541,"你们就这样霸凌我们这些真实支持你们的人。
前几天手机没电了充完电，开机让输入密码。跟往常一样输入后说我的密码不正确，这个密码我两台华为手机用的是一样的，用了将近一年的密码，居然不对。
在我的华为为咨询，说不能给解锁，说会不会是硬件问题。于是去了华为线下售后，线下说不能进入系统不能检测，依然不能给解锁，只能刷机，刷机我的资料全没。
真是奇怪，我手机从在华为商城买的，能查询到，手机录入过我的面部识别和指纹，我也可以提供身份证，为什么就不能解锁呢？同时在跟售后的聊天中想起了，家中的笔记本也刚买了一个华为的，平板也是华为的，就问了下，如果平板或者笔记本的密码忘记了，怎么办，结果就是跟手机一样资料不能恢复，这简直太可怕了！以前去华为店里给手机贴膜和维修次数比较多，也是在看华为的车。古人常说福祸相依，想想真是幸运，祸是手机不能给解锁，福是不会考虑华为的车了，碰到手机出了这样的问题，都给无法解锁恢复，车出了问题无法解锁那就可想而知了。
可笑的是，在淘宝或者闲鱼，华为的手机有的是可以解锁的人，就是要远程控制手机，有手机资料泄密的可能。看来不是华为的售后能力不够，解不了锁，而是打着保密这地由头，立人设。把丢失资料和泄密的风险都转嫁给这些可怜的爱国消费者。客服回电话也不给解决问题，只是走个过场。你们店大欺客啊，用你们系统霸凌我们消费者。不给解密码只能恢复出厂设置，清空资料。你们的笔记本，平板，手机密码解不开，不给解，资料清空，这么严重重要的问题，你们从来，从来，从来，没有提醒，告知过消费者一次。
#吧友开扒:杨景媛式武大论文并非个例#",2025-08-01 13:43,0.0,neg
202,9918777541,,2025-08-01 14:19,0.5,neu
203,9918777541,此项服务不提供给个人,2025-08-01 15:35,0.3115055603921377,neg
204,9918777541,呃，没电关机，再开机输入密码不是很正常的事？防止失窃，造成个人财产的损失。各品牌都如此，有啥吐槽的？,2025-08-01 15:42,0.02483422037155958,neg
205,9918777541,怎么会这样？ 确定不是记错密码了吗？  我有幸至今用电脑手机没遇到过被密码逼得去找售后,2025-08-01 15:45,0.04490365770720428,neg
206,9918777541,是呀，我的也是，手机九成新还好好的，想保存里面的东西，就是密码忘了不给解锁，扔在家不用了。,2025-08-01 15:58,0.08678765615303441,neg
207,9918777541,来人，开除他国籍,2025-08-01 16:13,0.16849244223532023,neg
208,9918777541,真是无语了，真正的机主才会要保存资料，不是自己手机的人家就直接刷机了。,2025-08-01 16:14,0.01599095846025611,neg
209,9918777541,可以解，解除方法是破解输入密码次数限制后爆破，设备厂是不会主动提供这个技术的，提供了就没人买了。,2025-08-01 16:49,0.1590065784320145,neg
210,9918777541,至于为什么密码会不对，原因多种多样，记错了也好，输错了也好，又或者是屏幕故障导致实际点击位置和手指不同，总之是输入的密码和设置的密码不一致。,2025-08-01 16:50,0.043922473862501143,neg
211,9918777541,狗肯定记不到密码。,2025-08-01 17:00,0.3391087916979483,neg
212,9918777541,这是法规要求，万一不是你的手机那，真是的。无理取闹，蛮不讲理,2025-08-01 17:03,0.9726106537448038,pos
213,9918777541,会不会是键盘触屏的问题,2025-08-01 17:33,0.7310323331457772,pos
214,9918777541,"在你第一次设置密码的时候，手机就会提示你
而且不论是哪个品牌，如果你忘记了密码就只能刷机找回
请不要把这种问题推给品牌",2025-08-01 18:09,0.011727192299456624,neg
215,9918777541,唉，不管怎么样都是消费者受损。开始都是反复问我有没有华为账号，有没我开云空间，刚才我说有，客服任然说不能找回密码！又问我有没有备份，反正就是一环套一环不给解决问题。,2025-08-01 18:36,0.0002699513422832478,neg
216,9465276496,+3,2025-02-03 16:02,0.5,neu
217,9465276496,哈哈哈,2025-02-04 01:15,0.8684210526315791,pos
218,9465276496,好,2025-02-04 01:15,0.6558628208940429,pos
219,9465276496,3,2025-02-04 01:15,0.3901209677419354,neu
